PARCELLE;SURFACE;REVENU;SCTL;IdParcelle;IdGfa;IdCommune;IdLieuDit;IdTypeCad;IdClassCad;Observations;CodeMapInfo
0C0086;9.9150000000000000e+03;3.3750000000000000e+01;0;333;6;4;315;9;2;Acte du 5 juillet 1974 GFA1  - Vente Auguste Joseph Christol et Acte administratif de rétrocession par l'Etat le 3/06/1982;
0C0087;1.5950000000000000e+03;4.0999999999999998e-01;0;334;6;4;315;7;3;Acte du 5 juillet 1974 GFA1  - Vente Auguste Joseph Christol et Acte administratif de rétrocession par l'Etat le 3/06/1982;
0C0088;1.6850000000000000e+03;4.2999999999999999e-01;0;335;6;4;315;7;3;Acte du 5 juillet 1974 GFA1  - Vente Auguste Joseph Christol et Acte administratif de rétrocession par l'Etat le 3/06/1982;
ZC0009;5.3270000000000000e+04;6.5500000000029104e+00;0;1;6;1;2;7;2;;
ZC0010;2.8425300000000000e+05;4.2130000000004657e+01;1;2;5;1;2;9;;;
ZD0005;5.5689000000000000e+04;6.8399999999965075e+00;1;3;5;1;35;7;2;;
ZD0006;3.5917000000000000e+04;8.1199999999953434e+00;1;4;5;1;3;7;;;
0B0004;8.8000000000000000e+02;2.2000000000002728e-01;1;7;5;2;330;7;2;;
0B0010;2.4000000000000000e+03;1.1700000000000728e+00;1;9;5;2;330;7;1;;
0B0011;7.0400000000000000e+02;1.7000000000007276e-01;1;10;5;2;330;7;2;;
0B0012;1.1200000000000000e+03;2.8000000000020009e-01;1;11;5;2;330;7;2;;
0B0014;7.2400000000000000e+03;3.5299999999988358e+00;1;12;5;2;335;7;1;;
0B0015;3.0000000000000000e+03;7.3999999999978172e-01;1;13;5;2;335;7;2;;
0B0016;4.9600000000000000e+03;2.4199999999982538e+00;1;14;5;2;335;7;1;;
0B0017;2.9200000000000000e+03;1.4200000000000728e+00;1;15;5;2;335;7;1;;
0B0019;1.5200000000000000e+02;0.0000000000000000e+00;1;16;5;2;335;8;;;
0B0020;2.4000000000000000e+02;0.0000000000000000e+00;1;17;5;2;335;8;;;
0B0021;7.2000000000000000e+02;3.4999999999990905e-01;1;18;5;2;335;7;1;;
0B0022;1.4100000000000000e+02;1.0000000000005116e-02;1;19;5;2;335;7;3;;
0B0023;1.0300000000000000e+02;1.0000000000005116e-02;1;20;5;2;335;7;3;;
0B0024;2.3000000000000000e+02;2.0000000000010232e-02;1;21;5;2;335;7;3;;
0B0025;6.7500000000000000e+02;5.0000000000011369e-02;1;22;5;2;335;7;3;;
0B0026;2.7700000000000000e+02;2.0000000000010232e-02;1;23;5;2;335;7;3;;
0B0027;3.2000000000000000e+02;3.0000000000001137e-02;1;24;5;2;335;7;3;;
0B0029;6.1200000000000000e+03;1.5200000000004366e+00;1;25;5;2;335;7;2;;
0B0031;5.2800000000000000e+02;1.3000000000010914e-01;1;26;5;2;335;7;2;;
0B0033;6.4500000000000000e+02;0.0000000000000000e+00;1;27;5;2;335;8;;;
0B0034;8.6400000000000000e+02;4.2000000000007276e-01;1;28;5;2;335;7;1;;
0B0035;1.5040000000000000e+03;3.6999999999989086e-01;1;29;5;2;335;7;2;;
0B0036;1.1840000000000000e+03;2.8999999999996362e-01;1;30;5;2;335;7;2;;
0B0037;9.1200000000000000e+02;7.3999999999978172e-01;1;31;5;2;335;9;4;;
0B0041;1.0880000000000000e+03;2.6999999999998181e-01;1;32;5;2;298;7;2;;
0B0042;8.0000000000000000e+01;1.0000000000005116e-02;1;33;5;2;298;7;3;;
0B0045;4.3200000000000000e+02;1.1000000000001364e-01;1;34;5;2;298;7;2;;
0B0046;3.0400000000000000e+02;8.0000000000040927e-02;1;35;5;2;298;7;2;;
0B0047;2.8000000000000000e+03;6.8999999999959982e-01;1;36;5;2;298;7;2;;
0B0050;7.5200000000000000e+02;1.9000000000005457e-01;1;38;5;2;298;7;2;;
0B0052;1.2000000000000000e+03;3.0000000000018190e-01;1;39;5;2;298;7;2;;
0B0053;8.4800000000000000e+02;2.1000000000003638e-01;1;40;5;2;298;7;2;;
0B0054;4.0800000000000000e+03;1.0100000000002183e+00;1;41;5;2;298;7;2;;
0B0058;6.7200000000000000e+02;1.7000000000007276e-01;1;43;5;2;298;7;2;;
0B0059;4.1600000000000000e+02;1.0000000000002274e-01;1;44;5;2;298;7;2;;
0B0061;2.0800000000000000e+03;5.2000000000043656e-01;1;45;5;2;298;7;2;;
0B0062;1.7600000000000000e+03;4.4000000000005457e-01;1;46;5;2;298;7;2;;
0B0063;2.8000000000000000e+03;6.8999999999959982e-01;1;47;5;2;298;7;2;;
0B0066;4.8400000000000000e+03;1.2000000000007276e+00;1;49;5;2;112;7;2;;
0B0068;2.4000000000000000e+03;5.9000000000014552e-01;1;50;5;2;112;7;2;;
0B0069;1.3770000000000000e+03;3.4000000000014552e-01;1;51;5;2;112;7;2;;
0B0077;1.9390000000000000e+03;1.6000000000008185e-01;1;53;5;2;113;7;3;;
0B0079;5.4000000000000000e+03;1.3400000000001455e+00;1;54;5;2;112;7;2;;
0B0080;8.3100000000000000e+02;4.0999999999985448e-01;1;55;5;2;112;7;1;;
0B0091;1.8200000000000000e+03;4.4999999999981810e-01;1;56;5;2;323;7;2;;
0B0093;3.7200000000000000e+03;9.2000000000007276e-01;1;57;5;2;323;7;2;;
0B0097;2.5500000000000000e+03;6.4000000000000001e-01;1;58;5;2;323;7;2;;
0B0099;2.1300000000000000e+03;5.2999999999974534e-01;1;59;5;2;323;7;2;;
0B0101;1.4510000000000000e+04;3.5900000000001455e+00;1;60;5;2;323;7;2;;
0B0102;6.0800000000000000e+03;4.8999999999978172e-01;1;61;5;2;323;7;3;;
0B0103;2.0200000000000000e+03;5.0000000000000000e-01;1;62;5;2;323;7;2;;
0B0105;2.9700000000000000e+03;2.4000000000000909e-01;1;63;5;2;323;7;3;;
0B0106;2.8500000000000000e+03;7.2999999999999998e-01;0;64;6;2;323;7;2;Elle vient de l'apport en nature de François Pascal - GFA Larzac 1 - acte du 12/12/1973;
0B0109;4.2000000000000000e+03;1.0800000000000001e+00;0;65;6;2;323;7;2;Elle vient de l'apport en nature de François Pascal - GFA Larzac 1 - acte du 12/12/1973;
0B0110;4.3800000000000000e+03;1.1299999999999999e+00;0;66;6;2;323;7;2;Elle vient de l'apport en nature de François Pascal - GFA Larzac 1 - acte du 12/12/1973;
0B0112;2.7900000000000000e+03;6.8999999999959982e-01;1;67;5;2;323;7;2;;
0B0113;4.3400000000000000e+03;1.0799999999999272e+00;1;68;5;2;323;7;2;;
0B0114;6.0700000000000000e+03;5.1000000000000001e-01;0;69;6;2;323;7;3;Acte du 28 novembre 1974 GFA1  - Vente consorts Boudou;
0B0116;3.7200000000000000e+03;9.2000000000007276e-01;1;70;5;2;73;7;2;;
0B0117;1.5880000000000000e+04;3.9300000000002910e+00;1;71;5;2;73;7;2;;
0B0119;3.3600000000000000e+03;1.3700000000008004e+00;1;72;5;2;73;9;5;;
0B0121;9.1200000000000000e+03;7.3999999999978172e-01;1;73;5;2;73;7;3;;
